url,image_url,width,height,aspect_ratio,status
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/macam-macam-alergi-pada-anak,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__488743__banner-detail-desktop/macam-macam-alergi-pada-anak-NUTRICLUB-DESKTOP.webp,900,370,2.43,OK
https://www.nutriclub.co.id/artikel/kesehatan/1-tahun/alternatif-susu-si-kecil-yang-alergi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__7145__banner-detail-desktop/10.%20Desktop%20Size.webp,1400,320,4.38,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/cegah-alergi-si-kecil-dengan-menjaga-keseimbangan-mikrobiota-usus,https://www.nutriclub.co.id/articles/image/image-thumb__3522__banner-detail-desktop/Cegah-Alergi-Si-Kecil-dengan-Menjaga-Keseimbangan-Mikrobiota-Usus-Large.pjpeg,1349,370,3.65,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/nutrisi-tepat-untuk-menurunkan-resiko-anak-alergi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2300__banner-detail-desktop/resize_desktop-nutrisi-tepat-untuk-menurunkan-resiko-alergi-si-kecil.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/kenali-faktor-yang-dapat-meningkatkan-risiko-alergi-pada-anak,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2303__banner-detail-desktop/resize_desktop-kenali-faktor-yang-dapat-meningkatkan-risiko-alergi-pada-si-kecil.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/kesehatan/1-tahun/manfaat-penambahan-sinbiotik-di-dalam-susu-si-kecil,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__476667__banner-detail-desktop/manfaat-penambahan-sinbiotik-di-dalam-susu-si-kecil_-nutriclub-desktop.webp,900,225,4.0,OK
https://www.nutriclub.co.id/artikel/kesehatan/1-tahun/nutrisi-tepat-untuk-si-kecil-dengan-alergi-susu-sapi,https://www.nutriclub.co.id/articles/image/image-thumb__726__banner-detail-desktop/nutrisi-tepat-untuk-si-kecil-dengan-alergi-susu-sapi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/7-9-bulan/nutrisi-untuk-mengurangi-risiko-alergi-pada-balita,https://www.nutriclub.co.id/articles/image/image-thumb__1602__banner-detail-desktop/nutrisi-untuk-mengurangi-risiko-alergi-pada-balita_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/panduan-awal-seputar-alergi-susu-sapi,https://www.nutriclub.co.id/articles/image/image-thumb__729__banner-detail-desktop/panduan-awal-seputar-alergi-susu-sapi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/1-tahun/pengganti-susu-sapi-untuk-anak-alergi,https://www.nutriclub.co.id/articles/nutrisi/artikel-balita/image-thumb__4846__banner-detail-desktop/Alternatif%20Pengganti%20Susu%20Sapi%20untuk%20Anak%20Alergi%20berusia%20di%20atas%201%20tahun.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/4-6-bulan/susu-formula-anti-alergi,https://www.nutriclub.co.id/articles/alergi/balita/image-thumb__6123__banner-detail-desktop/susu%20formula%20anti%20alergi-desktop.webp,1349,370,3.65,OK
https://www.nutriclub.co.id/artikel/kesehatan/1-tahun/susu-protein-terhidrolisa-parsial,https://www.nutriclub.co.id/articles/image/image-thumb__3546__banner-detail-desktop/Mengenal-Lebih-Dalam-Tentang-Susu-dengan-Protein-Terhidrolisa-Parsial-large.webp,1349,370,3.65,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/alergi-dan-makanan-yang-harus-dihindari-si-kecil,https://www.nutriclub.co.id/articles/image/image-thumb__816__banner-detail-desktop/alergi-dan-makanan-yang-harus-dihindari-si-kecil_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/alergi-susu-sapi-periksa-ke-dokter,https://www.nutriclub.co.id/articles/image/image-thumb__846__banner-detail-desktop/alergi-susu-sapi-kenali-gejala-awal-dan-persiapan-periksa-ke-dokter_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/cegah-terjadinya-alergi-pada-si-kecil,https://www.nutriclub.co.id/articles/image/image-thumb__804__banner-detail-desktop/cegah-terjadinya-alergi-pada-si-kecil_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/4-6-bulan/manajemen-alergi-pada-si-kecil,https://www.nutriclub.co.id/articles/image/image-thumb__843__banner-detail-desktop/manajemen-alergi-pada-si-kecil-dengan-sistem-pelabelan-makanan_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/mengenal-alergi-asi-pada-si-kecil,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__448896__banner-detail-desktop/Alergi%20ASI-%20Nutriclub%20-%20desktop.webp,900,370,2.43,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/perbedaan-alergi-susu-sapi-dan-intoleransi-laktosa,https://www.nutriclub.co.id/articles/image/image-thumb__875__banner-detail-desktop/kenali-perbedaan-alergi-susu-sapi-dan-intoleransi-laktosa_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/lebih-efektif-mencegah-alergi-makanan-dengan-konsumsi-dini-atau-menghindari,https://www.nutriclub.co.id/articles/image/image-thumb__887__banner-detail-desktop/lebih-efektif-mencegah-alergi-makanan-dengan-konsumsi-dini-atau-menghindari_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/kenali-faktor-penyebab-alergi-pada-si-kecil,https://www.nutriclub.co.id/articles/image/image-thumb__884__banner-detail-desktop/kenali-faktor-penyebab-alergi-pada-si-kecil_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/1-tahun/si-kecil-memiliki-risiko-alergi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2298__banner-detail-desktop/resize_desktop-si-kecil-memiliki-risiko-alergi-ini-yang-perlu-orang-tua-lakukan.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/5-reaksi-pertanda-munculnya-gejala-alergi-pada-si-kecil,https://www.nutriclub.co.id/articles/image/image-thumb__1402__banner-detail-desktop/5-reaksi-pertanda-munculnya-gejala-alergi-pada-si-kecil_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/alergi-mungkin-terbawa-seiring-kehidupan-si-kecil-sehingga-perlu-dicegah-sedini-mungkin,https://www.nutriclub.co.id/articles/image/image-thumb__896__banner-detail-desktop/mengenal-allergic-march-pada-bayi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/cara-menjaga-kesehatan-mama-dan-si-kecil-dari-alergi,https://www.nutriclub.co.id/articles/image/image-thumb__3552__banner-detail-desktop/Begini-Cara-Menjaga-Kesehatan-Mama-dan-Si-Kecil-dari-Alergi-large.webp,1349,370,3.65,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/mengenal-allergic-march-pada-bayi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__490472__banner-detail-desktop/mengenal-allergic-march-pada-bayi-nutriclub-desktop.webp,900,370,2.43,OK
https://www.nutriclub.co.id/artikel/kesehatan/0-3-bulan/mengenal-formula-susu-soya-untuk-bayi,https://www.nutriclub.co.id/articles/image/image-thumb__905__banner-detail-desktop/mengenal-formula-susu-soya-untuk-bayi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/penyakit-alergi-pada-awal-kehidupan-bayi,https://www.nutriclub.co.id/articles/image/image-thumb__908__banner-detail-desktop/penyakit-alergi-pada-awal-kehidupan-bayi_large.webp,700,278,2.52,OK
